Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3472074,07/09/2016 16:09,03/05/2016 10:53,31358939,3167252839,0,101,1059,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472074,SRX1739432,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419638,SAMN04933106,simple,9606,Homo sapiens,GSM2141689,,,,,,,no,,,,,GEO,SRA422927,,public,165BD699BBFC86C8012607402E2C02CA,1ABEFF96E8AFCF2D31402CA648726DDB
SRR3472075,07/09/2016 16:09,03/05/2016 11:05,34713160,3506029160,0,101,1176,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472075,SRX1739433,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419640,SAMN04933107,simple,9606,Homo sapiens,GSM2141690,,,,,,,no,,,,,GEO,SRA422927,,public,000F30134411F923F592CD1D26FDC93C,DFE2E8F73D7080894D7FBAD76B34A519
SRR3472076,07/09/2016 16:09,03/05/2016 10:55,41735827,4215318527,0,101,1407,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472076,SRX1739434,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419639,SAMN04933108,simple,9606,Homo sapiens,GSM2141691,,,,,,,no,,,,,GEO,SRA422927,,public,6A08F4CD263A1ED0E2596B40C30FE0D0,75AC15F0A6D060DA2CB1308D69901B1E
SRR3472077,07/09/2016 16:09,03/05/2016 10:52,41224439,4163668339,0,101,1385,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472077,SRX1739435,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419641,SAMN04933109,simple,9606,Homo sapiens,GSM2141692,,,,,,,no,,,,,GEO,SRA422927,,public,2BA9894C3A483BECB00611F381B29A3A,58D6A202597EF36B6E21559B52A58080
SRR3472078,07/09/2016 16:09,03/05/2016 10:53,42665795,4309245295,0,101,1442,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472078,SRX1739436,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419642,SAMN04933110,simple,9606,Homo sapiens,GSM2141693,,,,,,,no,,,,,GEO,SRA422927,,public,1EBC31D8771AB7BE63C9CCD2060D78BC,F94EA47C04806C4282918DCB74D03641
SRR3472079,07/09/2016 16:09,03/05/2016 11:00,37616356,3799251956,0,101,1247,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472079,SRX1739437,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419643,SAMN04933111,simple,9606,Homo sapiens,GSM2141694,,,,,,,no,,,,,GEO,SRA422927,,public,BE5E9B571E470488E4A1757D4EDC04C5,4BE03741370BADB53FE099573459AEB8
SRR3472080,07/09/2016 16:09,03/05/2016 10:56,40144695,4054614195,0,101,1334,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472080,SRX1739438,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419646,SAMN04933112,simple,9606,Homo sapiens,GSM2141695,,,,,,,no,,,,,GEO,SRA422927,,public,8D3F29A3C99CBC58E1FAA82CD95BD415,F4407485D8BE94B79711A3E47FC189D3
SRR3472081,07/09/2016 16:09,03/05/2016 10:54,41153606,4156514206,0,101,1360,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472081,SRX1739439,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419644,SAMN04933113,simple,9606,Homo sapiens,GSM2141696,,,,,,,no,,,,,GEO,SRA422927,,public,D1E1399DC5AD193798F63D9B767BA1BC,E0CB06E1DE5DF92E2E384EE7911435AA
SRR3472082,07/09/2016 16:09,03/05/2016 10:54,34464373,3480901673,0,101,1148,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472082,SRX1739440,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419647,SAMN04933114,simple,9606,Homo sapiens,GSM2141697,,,,,,,no,,,,,GEO,SRA422927,,public,EDA7FAA7DECDF888F3442569F342D187,D71B4818B0A131DA1358FD6AD57B3E80
SRR3472083,07/09/2016 16:09,03/05/2016 10:53,35752752,3611027952,0,101,1189,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472083,SRX1739441,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419645,SAMN04933115,simple,9606,Homo sapiens,GSM2141698,,,,,,,no,,,,,GEO,SRA422927,,public,131547892DC575A12E86E19D34AA7924,95C78A693E399D83EB0EDE18B912F600
SRR3472084,07/09/2016 16:09,03/05/2016 10:53,34375675,3471943175,0,101,1142,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472084,SRX1739442,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419648,SAMN04933116,simple,9606,Homo sapiens,GSM2141699,,,,,,,no,,,,,GEO,SRA422927,,public,3FE1A7B972F020EF5F2FE1A28485271F,A67EF755ABE7D4A3BD56DF002D64A577
SRR3472085,07/09/2016 16:09,03/05/2016 10:54,39559918,3995551718,0,101,1333,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472085,SRX1739443,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419650,SAMN04933117,simple,9606,Homo sapiens,GSM2141700,,,,,,,no,,,,,GEO,SRA422927,,public,71777DB3421FB9F039D0670DDF2B86E9,F292E761437462A75FABC2D6C29C6AFD
SRR3472086,07/09/2016 16:09,03/05/2016 10:54,38068725,3844941225,0,101,1285,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472086,SRX1739444,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419649,SAMN04933118,simple,9606,Homo sapiens,GSM2141701,,,,,,,no,,,,,GEO,SRA422927,,public,1743B0EFFDEEE1B449D55B0FAD6A3672,0D3DFD4F9A71447552A9B1827DBE931B
SRR3472087,07/09/2016 16:09,03/05/2016 10:55,39457647,3985222347,0,101,1338,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472087,SRX1739445,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419651,SAMN04933119,simple,9606,Homo sapiens,GSM2141702,,,,,,,no,,,,,GEO,SRA422927,,public,4FA5E7E22761747D5EFA6BBF9DA758B5,4961EB3F94ACB214268D8D21027348B7
SRR3472088,07/09/2016 16:09,03/05/2016 10:54,38068549,3844923449,0,101,1260,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472088,SRX1739446,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419660,SAMN04933120,simple,9606,Homo sapiens,GSM2141703,,,,,,,no,,,,,GEO,SRA422927,,public,177626A73BE6E413D07D824C70E43BFC,6B2E2E1E0989C5931ACB499DC82CE7AB
SRR3472089,07/09/2016 16:09,03/05/2016 10:53,34890309,3523921209,0,101,1159,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472089,SRX1739447,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419654,SAMN04933121,simple,9606,Homo sapiens,GSM2141704,,,,,,,no,,,,,GEO,SRA422927,,public,62CB243D11500A022DB4F1BFA8971BAC,F231C430029C5A23FDBA91FBFF247B59
SRR3472090,07/09/2016 16:09,03/05/2016 10:59,37135637,3750699337,0,101,1237,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472090,SRX1739448,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419652,SAMN04933122,simple,9606,Homo sapiens,GSM2141705,,,,,,,no,,,,,GEO,SRA422927,,public,25FD3A09D98490AEECAE59E5BFC42490,24B1F0E494105792A99D85ACC9FE1AB1
SRR3472091,07/09/2016 16:09,03/05/2016 10:55,41924276,4234351876,0,101,1404,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472091,SRX1739449,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419653,SAMN04933123,simple,9606,Homo sapiens,GSM2141706,,,,,,,no,,,,,GEO,SRA422927,,public,A624BB367DEB2469ADD748BCAB324726,EFBC8AFF60BF0FEB5A9E4A8BE7450B96
SRR3472092,07/09/2016 16:09,03/05/2016 10:57,41845158,4226360958,0,101,1396,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472092,SRX1739450,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419655,SAMN04933124,simple,9606,Homo sapiens,GSM2141707,,,,,,,no,,,,,GEO,SRA422927,,public,940CFA84E0CB5F409EBD83D64800EC9C,4BE8BD0159116D7275E2B1DC50C0A5AF
SRR3472093,07/09/2016 16:09,03/05/2016 10:55,38127969,3850924869,0,101,1284,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472093,SRX1739451,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419656,SAMN04933125,simple,9606,Homo sapiens,GSM2141708,,,,,,,no,,,,,GEO,SRA422927,,public,A08509D904D9398D572E2801A827DF48,88BF30C57AD5D9F9D9E646312F27C762
SRR3472094,07/09/2016 16:09,03/05/2016 10:54,41579057,4199484757,0,101,1412,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472094,SRX1739452,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419659,SAMN04933126,simple,9606,Homo sapiens,GSM2141709,,,,,,,no,,,,,GEO,SRA422927,,public,2C5471D56126E792E5E0F0763A0A6EFF,9C440461BE61454676EEE0A7BCA4D060
SRR3472095,07/09/2016 16:09,03/05/2016 10:56,43847901,4428638001,0,101,1488,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472095,SRX1739453,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419658,SAMN04933127,simple,9606,Homo sapiens,GSM2141710,,,,,,,no,,,,,GEO,SRA422927,,public,BA28AFDF388FBEE3E88F525BD5375B4A,17522A4C00D10BFF80D86DA0909787B6
SRR3472096,07/09/2016 16:09,03/05/2016 11:02,36572533,3693825833,0,101,1241,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472096,SRX1739454,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419657,SAMN04933128,simple,9606,Homo sapiens,GSM2141711,,,,,,,no,,,,,GEO,SRA422927,,public,F94C18485CB4024CC3D52D4B7B9EDB76,D641D5F41B39F1FC89F621491C967F67
SRR3472097,07/09/2016 16:09,03/05/2016 11:02,45557388,4601296188,0,101,1582,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472097,SRX1739455,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419661,SAMN04933129,simple,9606,Homo sapiens,GSM2141712,,,,,,,no,,,,,GEO,SRA422927,,public,8748DF5E50183709E2CCDD68D8A4C155,BE42B58F35033C19F9E20D11395ED396
SRR3472098,07/09/2016 16:09,03/05/2016 10:56,41377055,4179082555,0,101,1441,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472098,SRX1739456,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419662,SAMN04933130,simple,9606,Homo sapiens,GSM2141713,,,,,,,no,,,,,GEO,SRA422927,,public,15F067DFFA0417FB863D57775D6FEC3D,A84184D7D504AD303F52F51F752A9372
SRR3472099,07/09/2016 16:09,03/05/2016 10:56,45238743,4569113043,0,101,1576,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472099,SRX1739457,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419664,SAMN04932986,simple,9606,Homo sapiens,GSM2141714,,,,,,,no,,,,,GEO,SRA422927,,public,918A4C73F4F336DA677BA2B2DA669BC5,366DDF59ADD60AD76FCCEDA4B52EBF2C
SRR3472100,07/09/2016 16:09,03/05/2016 10:57,48536403,4902176703,0,101,1671,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472100,SRX1739458,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419663,SAMN04932987,simple,9606,Homo sapiens,GSM2141715,,,,,,,no,,,,,GEO,SRA422927,,public,BF0119D5D656217BA219AD9702FD5663,80F019A7561447768FA1AC988F03B3E4
SRR3472101,07/09/2016 16:09,03/05/2016 11:01,46884084,4735292484,0,101,1620,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472101,SRX1739459,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419665,SAMN04932988,simple,9606,Homo sapiens,GSM2141716,,,,,,,no,,,,,GEO,SRA422927,,public,5251B74431B0A78129D0199DC2167E9E,6CAF1D393F4CCA217804622938B62BDB
SRR3472102,07/09/2016 16:09,03/05/2016 10:55,44982973,4543280273,0,101,1555,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472102,SRX1739460,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419666,SAMN04932989,simple,9606,Homo sapiens,GSM2141717,,,,,,,no,,,,,GEO,SRA422927,,public,E94217ECBC98A3E9604ACDD9CBB51D0B,AFF817BBCB5B05E6A63FDC5F12F05334
SRR3472103,07/09/2016 16:09,03/05/2016 10:54,34403234,3474726634,0,101,1139,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472103,SRX1739461,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419667,SAMN04932990,simple,9606,Homo sapiens,GSM2141718,,,,,,,no,,,,,GEO,SRA422927,,public,7C8B3063DA4E194DA90E2EDAE14B2CEB,F7596E90B46396DA63727C2035153498
SRR3472104,07/09/2016 16:09,03/05/2016 10:56,38337145,3872051645,0,101,1269,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472104,SRX1739462,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419669,SAMN04932991,simple,9606,Homo sapiens,GSM2141719,,,,,,,no,,,,,GEO,SRA422927,,public,53773C3C659718AC180AC9F17CDA76DF,17794AF7F6CE12FA79602B87DAC733A1
SRR3472105,07/09/2016 16:09,03/05/2016 10:55,33030332,3336063532,0,101,1110,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472105,SRX1739463,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419668,SAMN04932992,simple,9606,Homo sapiens,GSM2141720,,,,,,,no,,,,,GEO,SRA422927,,public,17EE252ED6652F3F2BA17014F24198E2,C896B1CEE506EE5030B47168EAF3A2C5
SRR3472106,07/09/2016 16:09,03/05/2016 10:54,37316794,3768996194,0,101,1246,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472106,SRX1739464,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419670,SAMN04932993,simple,9606,Homo sapiens,GSM2141721,,,,,,,no,,,,,GEO,SRA422927,,public,D50D377457C41715A2305841FB1340BE,CB9165709F1176F22F77B28DEDDFB13C
SRR3472107,07/09/2016 16:09,03/05/2016 10:54,38593257,3897918957,0,101,1288,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472107,SRX1739465,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419677,SAMN04932994,simple,9606,Homo sapiens,GSM2141722,,,,,,,no,,,,,GEO,SRA422927,,public,27D011717FD8AAFC288E67B30665DAF9,56F8D5BABC70A422672BEDFE8FC7081B
SRR3472108,07/09/2016 16:09,03/05/2016 10:55,31917235,3223640735,0,101,1097,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472108,SRX1739466,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419671,SAMN04932995,simple,9606,Homo sapiens,GSM2141723,,,,,,,no,,,,,GEO,SRA422927,,public,B30FCC131CFCF48173940068EFF48C97,FDBF1A1269829D60CF1B80B7F3988B14
SRR3472109,07/09/2016 16:09,03/05/2016 10:58,43132475,4356379975,0,101,2120,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003390/SRR3472109,SRX1739467,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419672,SAMN04932996,simple,9606,Homo sapiens,GSM2141724,,,,,,,no,,,,,GEO,SRA422927,,public,4D0C0255456319B7B1F97BC7BACD1D18,1BC3320E49187CEB687266010B631919
SRR3472110,07/09/2016 16:09,03/05/2016 10:57,36990118,3736001918,0,101,1809,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003390/SRR3472110,SRX1739468,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074274,PRJNA320361,2,320361,SRS1419674,SAMN04932997,simple,9606,Homo sapiens,GSM2141725,,,,,,,no,,,,,GEO,SRA422927,,public,11117045AAED0973174EAB710514F30D,1368F530E697EE04E9980BF8882E1CE5
